Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
11980.0,0.002,-0.003,1.006,-5.12,1.37,1.81
12000.0,0.004,-0.005,1.003,-5.42,1.3,1.68
12020.0,0.001,-0.002,1.004,-4.89,1.47,1.73
12040.0,0.002,0.000,1.003,-5.16,1.29,1.66
12060.0,-0.001,0.003,1.004,-5.53,1.24,1.28
12080.0,-0.001,0.001,1.001,-5.17,1.48,1.72
12100.0,-0.000,-0.001,0.994,-5.16,1.64,1.55
12120.0,0.002,-0.001,0.999,-4.89,1.34,1.54
12140.0,-0.001,0.004,1.000,-5.07,1.37,1.64
12160.0,-0.001,0.002,0.997,-5.17,1.38,1.77
12180.0,0.003,0.002,1.001,-5.11,1.45,1.71
12200.0,0.003,-0.002,0.996,-5.12,1.46,1.63
12220.0,-0.004,0.002,0.997,-5.09,1.45,1.79
12240.0,0.003,-0.002,1.001,-5.17,1.23,1.78
12260.0,0.000,0.000,0.997,-5.14,1.44,1.72
12280.0,0.005,0.003,1.002,-5.16,1.72,1.7
12300.0,0.004,0.003,0.999,-5.04,1.61,1.73
12320.0,-0.000,0.001,0.997,-5.43,1.43,1.6
12340.0,0.004,-0.000,1.002,-5.2,1.44,1.6
12360.0,0.002,-0.001,1.008,-4.97,1.6,1.48
12380.0,0.004,0.002,1.000,-5.07,1.42,1.62
12400.0,-0.004,-0.002,0.999,-5.2,1.45,1.76
12420.0,0.004,0.003,0.998,-5.35,1.46,1.89
12440.0,0.000,-0.006,1.004,-5.1,1.26,1.86
12460.0,0.002,0.002,0.997,-4.99,1.53,1.83
12480.0,0.001,-0.002,1.000,-5.27,1.01,1.89
12500.0,0.001,0.002,0.999,-5.14,1.62,1.37
12520.0,-0.002,-0.001,1.006,-5.01,1.37,1.6
12540.0,-0.000,0.001,0.994,-4.99,1.4,1.6
12560.0,0.002,-0.003,1.002,-5.14,1.64,1.72
12580.0,-0.001,0.001,1.008,-5.31,1.51,1.62
12600.0,0.002,-0.001,0.996,-5.14,1.5,1.81
12620.0,-0.002,0.000,1.002,-5.17,1.73,1.67
12640.0,0.004,0.001,1.001,-5.11,1.5,1.4
12660.0,0.001,0.000,1.000,-5.3,1.34,1.73
12680.0,-0.002,-0.000,1.003,-5.28,1.52,1.75
12700.0,-0.000,0.000,0.997,-5.3,1.3,1.69
12720.0,0.000,0.003,0.997,-5.4,1.51,1.58
12740.0,0.003,0.002,1.000,-5.29,1.19,1.73
12760.0,0.000,0.001,1.004,-4.88,1.4,1.65
12780.0,0.004,-0.001,1.004,-4.94,1.25,1.59
12800.0,0.002,-0.000,0.999,-4.98,1.58,1.63
12820.0,0.000,-0.002,1.001,-4.87,1.5,1.73
12840.0,0.003,-0.001,1.001,-5.34,1.4,1.63
12860.0,-0.003,0.003,1.004,-5.2,1.66,1.69
12880.0,-0.001,-0.001,1.000,-5.28,1.34,1.73
12900.0,0.002,-0.001,1.003,-5.07,1.33,1.58
12920.0,0.000,0.002,1.002,-5.24,1.4,1.69
12940.0,-0.000,-0.000,0.999,-5.24,1.58,1.58
12960.0,-0.004,-0.001,1.007,-4.98,1.31,1.74
12980.0,0.002,-0.004,0.994,-5.16,1.18,1.79
13000.0,0.000,-0.002,1.002,-5.31,1.17,1.61
13020.0,0.004,-0.001,1.003,-4.94,1.56,1.64
13040.0,-0.001,-0.002,1.004,-5.03,1.47,1.69
13060.0,0.002,0.002,1.001,-5.29,1.45,1.72
13080.0,0.001,0.003,1.000,-5.1,1.66,1.84
13100.0,-0.002,-0.000,1.002,-5.36,1.26,1.67
13120.0,0.001,0.004,1.002,-5.34,1.25,1.68
13140.0,-0.000,0.000,1.002,-5.24,1.4,1.58
13160.0,-0.004,-0.005,1.006,-5.14,1.39,1.86
13180.0,-0.002,0.003,1.000,-5.16,1.16,1.74
13200.0,0.002,0.004,1.000,-5.04,1.12,1.69
13220.0,0.003,0.002,0.999,-5.02,1.49,1.72
13240.0,0.007,0.001,0.998,-5.27,1.66,1.62
13260.0,0.003,-0.003,1.005,-5.09,1.52,1.62
13280.0,0.001,-0.002,1.006,-5.29,1.3,1.79
13300.0,0.002,0.002,0.997,-5.32,1.56,1.49
13320.0,0.003,0.000,1.000,-5.07,1.18,1.55
13340.0,-0.000,-0.003,0.999,-5.26,1.37,1.78
13360.0,0.001,0.003,1.003,-5.23,1.44,1.64
13380.0,-0.003,0.003,0.997,-5.2,1.49,1.72
13400.0,0.003,-0.000,1.005,-5.06,1.64,1.69
13420.0,0.002,-0.001,0.997,-5.01,1.5,1.5
13440.0,0.002,-0.003,1.002,-5.18,1.25,1.73
13460.0,-0.000,-0.002,0.996,-5.39,1.27,1.76
13480.0,0.001,-0.001,0.998,-5.16,1.51,1.79
13500.0,-0.002,0.003,1.006,-5.24,1.37,1.66
13520.0,0.001,-0.001,0.998,-4.89,1.18,1.88
13540.0,0.002,-0.001,1.002,-5.48,1.47,1.76
13560.0,0.000,-0.006,0.993,-5.23,1.18,1.79
13580.0,0.003,0.003,0.999,-5.31,1.53,1.57
13600.0,-0.002,-0.004,1.002,-4.98,1.37,1.81
13620.0,0.003,0.002,0.999,-4.95,1.43,1.79
13640.0,-0.004,0.000,1.001,-5.32,1.35,1.73
13660.0,-0.002,-0.001,1.007,-5.26,1.42,1.91
13680.0,0.002,-0.001,1.003,-5.28,1.33,1.93
13700.0,0.003,0.000,0.998,-5.11,1.72,1.55
13720.0,-0.000,0.001,1.001,-5.03,1.48,1.76
13740.0,-0.000,-0.000,0.999,-5.11,1.53,1.78
13760.0,0.003,-0.001,1.000,-5.03,1.27,1.75
13780.0,0.002,-0.002,0.994,-5.11,1.29,1.63
13800.0,-0.001,-0.001,1.005,-5.23,1.29,1.68
13820.0,0.000,-0.002,1.002,-5.07,1.56,1.73
13840.0,0.001,-0.003,0.999,-5.27,1.42,1.63
13860.0,-0.001,-0.002,0.999,-5.24,1.53,1.48
13880.0,0.001,0.000,1.001,-5.34,1.21,1.87
13900.0,0.002,-0.002,1.001,-4.91,1.6,1.82
13920.0,-0.001,0.000,0.996,-5.05,1.47,1.57
13940.0,-0.000,0.001,1.002,-5.4,1.34,1.6
13960.0,0.006,-0.002,0.998,-4.91,1.25,1.79
13980.0,0.002,-0.001,1.002,-5.17,1.36,1.4
14000.0,-0.001,-0.002,1.002,-5.27,1.31,1.85
14020.0,-0.000,-0.003,1.005,-5.07,1.14,1.74
14040.0,-0.002,-0.001,1.001,-5.27,1.5,1.72
14060.0,-0.002,-0.003,1.012,-5.11,1.31,1.56
14080.0,0.006,-0.003,1.007,-5.4,1.56,1.69
14100.0,0.001,-0.001,0.994,-5.13,1.1,1.79
14120.0,0.002,0.003,0.992,-5.24,1.56,1.86
14140.0,-0.001,-0.002,1.000,-5.03,1.49,1.5
14160.0,0.003,0.002,1.002,-5.11,1.21,1.77
14180.0,0.003,0.002,1.000,-5.24,1.49,1.45
14200.0,0.003,-0.001,1.001,-5.24,1.31,1.67
14220.0,-0.001,0.002,0.998,-5.01,1.06,1.48
14240.0,0.003,-0.002,0.996,-4.97,1.31,1.89
14260.0,0.000,0.000,1.006,-5.07,1.21,1.5
14280.0,0.000,-0.001,0.998,-5.1,1.52,1.67
14300.0,0.002,-0.001,1.005,-5.07,1.21,1.46
14320.0,0.002,-0.002,1.001,-5.4,1.37,1.69
14340.0,-0.004,-0.002,0.997,-5.19,1.36,1.26
14360.0,0.001,-0.001,1.000,-5.31,1.4,1.66
14380.0,0.003,-0.002,1.000,-5.09,1.31,1.57
14400.0,-0.001,0.001,0.993,-5.18,1.44,1.53
14420.0,0.001,-0.002,1.001,-5.34,1.44,1.68
14440.0,-0.002,0.000,0.996,-5.02,1.36,1.74
14460.0,0.003,0.001,0.995,-5.2,1.25,1.4
14480.0,-0.000,-0.005,0.999,-5.3,1.5,1.56
14500.0,0.003,-0.003,0.999,-5.01,1.58,1.61
14520.0,-0.001,0.004,0.998,-4.94,1.54,1.54
14540.0,0.002,-0.002,0.998,-4.91,1.51,1.55
14560.0,0.001,0.002,1.002,-5.38,1.44,1.59
14580.0,-0.002,-0.001,1.003,-5.27,1.38,1.5
14600.0,-0.002,0.003,0.997,-5.18,1.38,1.47
14620.0,-0.000,-0.002,0.996,-5.04,1.46,1.63
14640.0,0.002,-0.000,0.996,-5.31,1.27,1.46
14660.0,-0.000,-0.003,1.006,-5.11,1.43,1.82
14680.0,0.005,0.002,1.005,-5.24,1.38,1.7
14700.0,0.001,-0.001,0.995,-4.91,1.67,1.75
14720.0,0.003,-0.004,1.004,-5.36,1.46,1.64
14740.0,-0.002,-0.001,1.000,-5.15,1.58,1.53
14760.0,0.000,0.002,0.996,-5.32,1.24,1.66
14780.0,-0.001,-0.001,0.998,-5.49,1.17,1.68
14800.0,-0.001,0.003,0.992,-5.4,1.39,1.7
14820.0,0.001,-0.002,0.999,-5.07,1.47,1.61
14840.0,0.005,0.002,0.995,-5.1,1.47,1.65
14860.0,0.002,-0.006,1.000,-5.17,1.5,1.65
14880.0,0.002,0.000,1.003,-5.36,1.4,1.66
14900.0,-0.000,-0.001,1.005,-5.27,1.35,1.7
14920.0,0.004,0.002,1.004,-5.17,1.37,1.71
14940.0,-0.000,0.001,1.000,-5.19,1.35,1.76
14960.0,0.001,-0.002,0.995,-4.9,1.45,1.77
14980.0,0.000,0.001,1.006,-5.2,1.27,1.68
15000.0,-0.002,-0.003,0.993,-4.91,1.17,1.69
